Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
-0.912018452232006,-0.9051382002787681,-0.8993003441927273,-0.7437146369894868,-0.13327615469262163,-0.1555132355419155,-0.759906386857266
-0.1181329739128453,-0.32442575820634245,-0.4517986386226257,-0.26384660159113094,0.38614064278510896,0.40250788004727356,-0.209629348098556
0.9768814789411693,0.44985749789022517,0.23666552379291525,0.42167916326366306,1.0786963727554164,1.1465360341661923,0.5240733702463908
-0.994144536196057,-1.1374231771077385,-0.7960307198303962,-0.9493723664459249,-0.3064150871851985,-0.7135343511311045,-0.0262036685123193
-0.1181329739128453,-0.4018540838159992,-0.3829522223810716,-0.43522804280482946,0.38614064278510896,-0.1555132355419155,0.5240733702463908
1.0590075629052205,0.37242917228056843,0.30551194003446935,0.2502977220499646,1.3903464512420547,0.5885149185770032,1.2577760885913374
-0.9485189339938064,-0.9438523630835965,-0.9337235523135043,-0.19529402510565155,-0.6526929521703522,-0.19271464324786144,-0.8332766586917607
-0.1181329739128453,-0.3631399210111708,-0.41737543050184867,0.318850298535444,-0.13327615469262163,0.40250788004727356,-0.2829996199330507
1.02250708114342,0.4111433350853968,0.2710887319136923,1.0043760633902379,0.5592795752776858,1.332543072695922,0.45070309841189604
-2.034408266407371,-0.9051382002787681,-1.5533412984874913,-1.2235826723878425,-1.6915265471258134,-1.8295765823094827,-0.759906386857266
-1.9431570620028698,-0.7115673862546262,-1.8975733796952616,-0.5380569075330486,-1.5183876146332365,-1.643569543779753,-1.3101834256159761
-0.20938417831734651,-0.32442575820634245,-1.0369931766758356,-0.709438348746747,0.7324185077702626,0.40250788004727356,0.15722201107391737
-2.034408266407371,-1.0987090143029101,-1.381225257883606,-1.3949641136015412,-1.6915265471258134,-1.8295765823094827,-0.5764807072710293
-1.9431570620028698,-0.9051382002787681,-1.7254573390913763,-0.709438348746747,-1.5183876146332365,-1.643569543779753,-1.1267577460297393
-0.20938417831734651,-0.13085494418220053,0.5120511887591316,-1.052201231174144,-0.825831884662929,0.40250788004727356,0.34064769066015405
-1.5234015217421641,-1.0987090143029101,-1.0369931766758356,-1.052201231174144,-1.1721097496480828,-1.2715554667202935,-0.3563698917675453
-0.6291397185780522,-0.2082832697918573,-0.5206450548641798,-0.5380569075330486,-0.6526929521703522,-0.7135343511311045,0.1939071469911647
0.5571259386804637,0.5659999863047104,0.16781910755136115,0.14746885732174547,0.039862777799955236,0.030493802987814185,1.2944612245085847
-1.505151280861264,-1.485850642351194,-0.6583378873472879,-1.2235826723878425,-1.5183876146332365,-1.2715554667202935,0.23059228290841205
-0.04513201038924433,-0.5179965722304843,0.20224231567213818,-0.36667546631935005,-0.6526929521703522,0.030493802987814185,1.1477206808395954
